"country","specialty","respondentId","surveyStatus","studyId","title","Q1","Q2","Q3","Q4","Q5","Q6","Q7-1","Q7-2","Q7-3","Q7-4","Q7-5","Q7-6","Q7-7","Q7-8","Q7-9","Q7-10","Q8","Q9","Q10","Q12","Q20-1","Q20-2","Q20-3","Q20-4","Q20-5","Q21","Q22","Q23","Q24","state","Q11","Q13-1","Q13-2","Q14-1","Q14-2","Q16-1","Q16-2","Q16-3","Q16-4","Q16-5","Q16-9","Q18","Q19","Q16-6","Q16-8","Q16-7","Q15","Q16-10"
"IN","General Practice (GP)","5c47212e-85c5-4e28-a17f-fff6eb5ca527","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","3","4","4","1,2,4,5,6,7,8,9","1","11","3","11","11","11","11","2","11","11","2","1","3",,"3","5","1","2","4","1","2","2","3","Rajasthan",,"8","8","12","12",,,,,,,,,,,,,
"IN","Oncology - Clinical Oncology / Radiation Oncology","94b12c8a-4617-42e8-8487-de3294d1f97a","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","4","6","2","3","1,2,5,6,7,8","1","11","3","11","11","2","11","11","11","11","2","1,2","1","2","3","5","4","2","1","2","2","2","2","Tamil Nadu","2","1","2,3","12","2,4,5",,"4",,"3","3",,"2","5",,,,,
"IN","Psychiatry","49c6b051-f521-4e85-8cac-e3030f7ae5cd","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","3","2","1","1,2,4,5,6,7,8,9","2","11","3","11","11","1","11","11","11","11","2","2,4","5","2","4","3","2","5","1","2","2","2","1","Madhya Pradesh",,,,,,,,,,,,,,,,,,
"IN","Cardiology - Interventional Cardiology","ee362b95-85d6-4082-8bc2-3d604a289ad8","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","4","2","4","1,2,3,4,5,7,8,9","1","11","11","11","11","2","11","11","11","3","1","1,2","1,4","2","4","5","1","2","3","2","2","1","2","Gujarat","3","4","4,6","1,2,4,5","1,2,3,4,5","4","4","3","5","4",,"2,3","1,4,5",,,,,
"IN","General Practice (GP)","3b471e21-2d7a-42a6-96b7-7d71fe9ddb72","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","3","2","1","1,2,5,6,7,8,9","2","11","11","3","11","1","11","11","11","11","2","2,3,4,History of travel or contact with COVID 19 positive, test for COVID-19","5","1","4","5","2","3","1","2","1","2","2","Maharashtra",,,,,,,,,,,,,,,,,,
"IN","Ophthalmology","f7f59230-e070-41b8-9429-5dbf7766f884","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","2","2","5","1,2,7,8","1","11","3","11","11","2","11","11","11","11","1","1,2","5","1","3","4","2","5","1","2","2","3","2","Karnataka",,,,,,,,,,,,,,,,,,
"IN","Family Medicine / Practice (FP)","5fec69f7-4eec-44de-b535-6ba65bd88022","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","2","1","1","1","2","11","11","11","1","3","11","11","11","11","3","2","1","2","4","5","3","2","1","1","2","3","1","Karnataka","2","1,2","4,5,6","1,2,4","1,2,4","1","2",,"3",,,"2","2",,,,,
"IN","Internal Medicine","bb010351-c31a-496a-b838-ea07804a9c27","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","6","5","1","3","1,2,4,5,6,7,8,9","1","11","11","11","11","2","11","11","3","11","2","1,2","5","2","5","3","2","1","4","2","2","4","1","Assam",,,,,,,,,,,,,,,,,,
"IN","Pathology","1c534f2c-5f55-4601-8f8a-45aee9fff9ef","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","3","2","1","1,2,4","11","1","11","11","11","2","3","11","11","11","2","1","5","2","3","2","4","5","1","1","2","2","2","Gujarat",,,,,,,,,,,,,,,,,,
"IN","Psychiatry","a0d70143-d557-44ac-98f3-72089365fc11","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","2",0,"5","2","2","1,2,5,6,7,8,9,10","11","11","1","2","3","11","11","11","11","11","3","1,2","1,3",,"3","4","2","5","1","1","2","2","2","Tamil Nadu","2","1,3,4,6","1,3,4,6","1,2,4","1,2,4,5","4","4",,"5","4",,"2,3","5",,,,,
"IN","General Practice (GP)","660b59a6-b92b-4b25-9d3d-14f03e2a97a1","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","1","3","1","4","1,2,3,4,5,7,8,9","2","11","11","11","11","1","11","11","11","3","1","1,2,4","1,4","1","5","4","3","2","1","2","2","1","2","Gujarat","3","4,5","3","1,2,3,4,5","1,2,4,5","4","4","3","3","3",,"1,2,3","1,2,4,5",,,,,
"IN","Pulmonology/Respiratory Medicine","4e4d3609-ebe4-48d8-83dd-c9950ab32e0c","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","4","2","3","1,2,3,4,5,6,7,8,9","11","2","11","11","1","11","11","11","3","11","2","1,2","5","2","2","4","3","5","1","2","3","4","2","Uttar Pradesh",,,,,,,,,,,,,,,,,,
"IN","Cardiology - Interventional Cardiology","7fbdc141-cb44-4f72-9b60-ce3722d1b408","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","6","2","1","1,2,7,8,9,10","1","11","2","3","11","11","11","11","11","11","1","2","2,3",,"3","4","2","5","1","2","2","4","3","Maharashtra",,"1,3,4,5,6","8","4","4",,,,"7",,,"6","1",,,,,
"IN","Diabetology","67c959e7-e353-4c3e-b373-0b64a8fcbc34","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","7","3","2","3","1,2,3,4,5,6,7,8,9,10","1","11","2","11","11","3","11","11","11","11","3","2","5","2","4","5","2","1","3","2","1","4","2","Karnataka",,,,,,,,,,,,,,,,,,
"IN","General Practice (GP)","3feccc18-0d3e-4a4b-a611-03215e24882c","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","3","2","1","1,2,3,4,5,6,7,8,9","1","3","11","11","11","11","11","11","11","2","3","2,4,Wait for 3-5 days ","1,4","2","3","4","1","2","5","2","1","2","2","Karnataka","3","8","8","4","4",,,,"2",,,"1,2,4,5,6","1",,,,,
"IN","General Surgery","e52b921c-18cd-40c8-aa58-c94dda9a788b","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","7","3","3","4","1,2,3,4,5,6,7,8,9","3","11","11","11","2","1","11","11","11","11","1","1,2","5","1","2","3","5","4","1","4","2","4","3","West Bengal",,,,,,,,,,,,,,,,,,
"IN","Pediatrics (excluding surgery)","e6f17354-39aa-4980-b94b-72de6adabb4f","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","5","1","3","1,2,3,4,5,6,7,8,9,10","2","1","11","11","11","11","3","11","11","11","2","1,2,3","1,2,3,4",,"2","5","3","4","1","2","1","1","2","Gujarat","2","3,4,5,6","3,4,5,6","1,2","4","6","6",,"5",,,"2","5",,,,,
"IN","Orthopedic Surgery","6727c134-4c29-4b53-8973-b095b8f0bcd0","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","7","6","1","1","1,2,4,5,6,7,8,9","1","3","11","11","11","11","2","11","11","11","2","1,2,4","5","1","4","5","2","3","1","2","2","1","1","Karnataka",,,,,,,,,,,,,,,,,,
"IN","Pediatrics (excluding surgery)","9a8475e3-7d94-4ab4-b865-5cab203a6e8f","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","4",7,"4","2","2","1,2,4,5,6,7,8,9","3","11","11","11","2","1","11","11","11","11","1","2,4","5","1","1","5","4","2","3","1","2","3","1","Orissa",,,,,,,,,,,,,,,,,,
"IN","Diabetology","49790833-e58f-402d-803f-27f52fdb8332","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","4","2","1","1,2,4,5,6,7,8","11","11","11","11","11","3","11","1","2","11","2","2","5","2","2","5","4","3","1","2","2","2","2","Andhra Pradesh",,,,,,,,,,,,,,,,,,
"IN","Oncology","4eedc193-31fe-4db9-90c1-6b633df502ce","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","4","2","3","1","2,7,8,9","11","11","11","11","3","11","11","2","1","11","2","4,Vitamin C in mega doses 7.5 Gm per day","5","2","3","4","1","5","2","1","3","2","2","Madhya Pradesh",,,,,,,,,,,,,,,,,,
"IN","Pediatrics (excluding surgery)","d27fa78a-601b-4319-bc88-e8889064b03d","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","6","6","1","1","1,2,3,4,5,6,7,8,9,Must cover your hair also which could the best source for stay of covid-19: Don’t allow outsider to your house.","1","11","11","11","2","3","11","11","11","11","3","2","5","1","4","5","3","1","2","2","2","2","1","Punjab",,,,,,,,,,,,,,,,,,
"IN","General Practice (GP)","177c8900-2b0e-49aa-b5e8-ddb977639112","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","5","1","3","1,2,3,4,5,6,7,8,9,10","1","11","3","11","11","2","11","11","11","11","1","2","1","2","2","5","3","4","1","2","4","2","1","Karnataka","6","5,6","5,6","2,4","2,3,4",,"6","6","6",,,"2,5,6","5",,,,,
"IN","Otolaryngology (ORL / ENT)","85c8d615-90f6-4b61-88f7-46af5073b273","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","4","2","1","1,2,3,4,6,7,8,9,10,Till the numbers go down consider any outsider infected until proven otherwise. ","1","11","11","11","3","2","11","11","11","11","2","2,3","5","2","3","4","2","1","5","2","3","3","2","Delhi",,,,,,,,,,,,,,,,,,
"IN","Neurology","b722191b-07d4-4c4c-b4ad-002c972c28d9","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","4","2","1","1,2,5,6,7","1","11","11","11","11","2","11","11","11","3","1","2","5","2","5","4","2","3","1","2","1","2","2","Maharashtra",,,,,,,,,,,,,,,,,,
"IN","Pulmonology/Respiratory Medicine","02454074-4b33-48db-af81-5c90d508acbc","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","3","2","3","1,2,5,6,7,8,9","1","3","11","11","11","2","11","11","11","11","2","1,2","1","1","5","4","2","3","1","2","2","2","2","Gujarat","3","1,2,4,6","8","12","2,3,4,5,9",,"4","5","5","3","3","1,2,5,6","2,4",,,,,
"IN","Diabetology","991540db-959a-4815-9b4f-c9ccd0cc6acc","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","7","3","1","1","1,2,5,6,Frequent hand washing and use of sanitizers","11","3","11","11","1","11","11","2","11","11","1","1,2","1,3",,"5","3","1","2","4","1","2","3","2","Delhi","3","1,3","2","2,4","2,4,5",,"1",,"2","1",,"2","1",,,,,
"IN","Radiology - Interventional Radiology","1d95e329-a89b-49f9-b961-43f458b3de2d","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","7","3","3","3","1,2,3,4,5,6,7,8,9,Wash hand with soap frequently","1","11","11","11","3","2","11","11","11","11","1","1,2,4,Steam inhalation frequently  lots of hot water  drinking","5","2","4","5","3","1","2","2","2","2","1","Delhi",,,,,,,,,,,,,,,,,,
"IN","Anesthesiology","3957cb31-8247-4273-8e27-dbeca2157c70","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","4","3","1","1","1,2,7","2","11","11","3","11","11","11","1","11","11","2","2","5","2","4","5","3","2","1","2","2","3","2","Haryana",,,,,,,,,,,,,,,,,,
"IN","Nuclear Medicine","37827cd6-9ca9-473f-98d5-e17c44fa78e5","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","4","2","4","1,2,3,4,5,6,7,8,9","1","11","11","11","11","11","2","3","11","11","2","1,2","5","2","2","5","4","3","1","2","2","4","2","Madhya Pradesh",,,,,,,,,,,,,,,,,,
"IN","Internal Medicine","d5386444-91d0-421a-8a63-ca1aa41c8e1e","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","3","2","3","1,2,3,4,5,6,7,8","1","3","11","11","11","2","11","11","11","11","1","1,2","1","2","3","5","1","4","2","2","1","2","1","Maharashtra","2","1,3,4","8","12","2,4",,"4",,"4",,,"2,3","5",,,,,
"IN","Urology","85fabfb6-91d6-4a59-bd91-35ba6378effe","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","5","2","3","1,2,3,4,5,6,7,8,9","1","2","3","11","11","11","11","11","11","11","1","1,2,3,4","1,3,4",,"4","5","2","1","3","2","2","1","2","West Bengal","3","1,4,5,6","8","2,5","2,5",,"2",,,"2",,,,,,,,
"IN","Radiology","f56d4442-84a9-47ab-aa40-9b3f2553af6c","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","3","2","4","1,2,4,5,6,7,8,9,Don't gather in groups","1","11","11","11","3","2","11","11","11","11","2","1,2,4,Prescripe basic treatment for flu symptoms and keep in observation.","1","2","3","5","2","1","4","4","2","2","2","Maharashtra","2","1,2,4","1,4","1,2,3","1,2,3","5","5","5",,,,,,,,,,
"IN","Ophthalmology","ba12085e-b4a4-49e3-9533-3847a7b2862a","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","2",0,"3","2","4","1,2,4,7","2","11","11","11","3","1","11","11","11","11","1","1","5","2","1","3","5","2","4","2","1","2","2","Tamil Nadu",,,,,,,,,,,,,,,,,,
"IN","General Practice (GP)","27d848a6-2776-4196-9cec-af2c9c86098f","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","1","2","1","1","1,2,5,6,7,8,9","1","11","2","11","3","11","11","11","11","11","2","2,4","5","2","5","2","4","1","3","3","2","3","1","Maharashtra",,,,,,,,,,,,,,,,,,
"IN","Endocrinology","4ceb7898-c1f9-44a9-8452-f753e451d73f","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","3","2","4","1,2,5,6,7,8","2","11","1","11","11","3","11","11","11","11","1","1,2","5","2","4","5","3","2","1","2","2","4","2","Kerala",,,,,,,,,,,,,,,,,,
"IN","Surgical Oncology","7b606ba1-d36c-47d6-bef8-61c9d99fba26","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","6","5","1","4","1,2,8,Wash hands frequently","2","11","11","3","11","1","11","11","11","11","1","2","5","2","3","4","2","5","1","2","3","3","1","Uttar Pradesh",,,,,,,,,,,,,,,,,,
"IN","Radiology","d29a41ae-5b85-4eec-b673-e856c4c973ee","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","3","2","3","1,2,4,5,6,7,8,9,Hydroxycholoroquine 400mg  every week i tablet. after consulting physician","1","11","2","3","11","11","11","11","11","11","1","2","5","1","3","5","1","4","2","2","2","2","2","Karnataka",,,,,,,,,,,,,,,,,,
"IN","Internal Medicine","a9914d61-e478-41e7-a6f0-373cb07da283","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","4","2","1","1,2,4,5,6,7,8","1","11","11","11","11","2","11","11","11","3","1","2","1","1","2","5","3","4","1","2","1","2","2","Maharashtra","4","1,3,4","1,3,4","1,3,4","1,2,3,4,5,7,11","5","2","4","5","3",,"2,4,5,6","2",,,"2","NIL",
"IN","General Practice (GP)","17b0a49b-b534-4b0b-920c-9115e2580208","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","2","2","1","1,2,3,4,5,7,9","1","11","11","11","11","2","11","3","11","11","3","2,4","1,3,4",,"1","5","3","4","2","1","2","1","1","Andhra Pradesh","3","1,3,4,5,6","2,3","2,4,5","1,6,7,8,9","5","5",,"5","5","5","2","2,5","5","5","5",,
"IN","Cardiology","a7da4d66-4ac8-4dd2-a051-051248859a6f","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","6","2","4","1,2,5,6,7,8,9","1","11","2","3","11","11","11","11","11","11","1","2","1","1","1","4","3","5","2","2","2","2","2","Uttar Pradesh","3","1,3,6","3,6","2,4","8",,"2",,"3",,,"2,4,6","1",,"2",,,
"IN","Internal Medicine","855b12ab-b9fc-4731-9da8-3872e269b9fc","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","1","3","1","3","1,2,3,4,5,6,7,8,9","1","11","11","11","11","3","11","2","11","11","2","1","5","2","2","5","3","4","1","2","2","2","2","West Bengal",,,,,,,,,,,,,,,,,,
"IN","Internal Medicine","40a3c2f1-07e8-4e2c-a735-cf38e43e5958","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","2",0,"2","1","3","9,Take a daily Cellular Wellness Drink , called PabShot Rasayana","1","11","11","11","11","2","11","11","11","3","3","Inj Vit C 5 gm adult, 2gm less than 12 yrs daily x 3 days. If fever , dry cough, breathing difficulty, do a COVID 19 test and tA","2",,"3","5","4","1","2","2","4","4","2","Haryana",,"1,4","1,4","5,11","5,11",,,,,"3",,,,,,,"Oseltamivir, inj Ascorbic acid, antifibrotic retinoic acid",
"IN","Pulmonology/Respiratory Medicine","04bdc853-1ca5-46b7-8ca3-af88eac158c8","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","5","1","3","1,2,3,4,5,7,8,9","3","11","11","11","1","2","11","11","11","11","2","1,2","5","2","4","5","3","1","2","2","2","2","2","Maharashtra",,,,,,,,,,,,,,,,,,
"IN","Pathology Laboratory","d9020f35-8117-4c34-9d1f-bc24fa1e0a64","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","6","2","5","1,2,7,8,10","11","1","11","2","11","11","3","11","11","11","4","2","5","2","3","5","2","4","1","2","1","1","2","Punjab",,,,,,,,,,,,,,,,,,
"IN","Obstetrics & Gynecology","6f251a53-a040-4687-b598-d6063ac7499f","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","7","2","1","3","1,2,4,5,6,7,8","3","2","11","11","11","1","11","11","11","11","2","1,2","1","2","3","2","4","5","1","2","1","2","2",,"3","1,4","8","12","1,2,3,4","7","7","7","7",,,"1,2,3","1",,,,,
"IN","Pediatrics (excluding surgery)","c645afc8-9491-4300-a8e0-c9261b062430","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","3","2","1","1,2,7,8","11","11","1","3","2","11","11","11","11","11","2","2","5","1","4","5","3","1","2","2","3","2","2","Karnataka",,,,,,,,,,,,,,,,,,
"IN","General Surgery","7940021b-68a7-4357-988f-401430d3bf31","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","4","1","1","1,2,4,5,6,7,8,9","1","11","3","11","11","2","11","11","11","11","2","2,4","5","2","3","5","4","2","1","2","1","3","2","Orissa",,,,,,,,,,,,,,,,,,
"IN","Pathology","b1d22792-2e81-4447-bbb7-6f88bff988c5","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","7","5","1","1","1,2,4,7","3","1","11","11","11","2","11","11","11","11","1","1,2","5","1","5","4","3","2","1","2","4","4","2","Tamil Nadu",,,,,,,,,,,,,,,,,,
"IN","Diabetology","44c606ef-77c8-459b-8b5b-f94336186cc6","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","6","3","4","1,2,3,4,5,6,7,8","1","11","11","11","11","2","11","11","11","3","1","2","3",,"1","5","3","4","2","2","3","2","2","Maharashtra",,"1,3,4,6","3,4,6","1,4,5","1,4,5","4",,,"3","5",,"2,3,4","1,5",,,,,
"IN","Gastroenterology","42bdc6de-e4a1-4075-bb32-70d8fc841da7","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","7","3","1","1","2","1","11","2","11","11","3","11","11","11","11","3","2","3",,"4","5","3","2","1","1","3","2","2","Jammu and Kashmir",,"1,4","4,6","2,4","2,4",,"6",,"5",,,"5","1",,,,,
"IN","Pediatrics (excluding surgery)","91a81a79-a202-48ab-bd8f-3021bc19cc8c","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","6","1","3","1,2,5,7","2","1","11","11","11","3","11","11","11","11","1","2","1","1","3","4","2","5","1","2","2","3","1","Karnataka","3","8","8","12","12",,,,,,,,,,,,,
"IN","Pulmonology/Respiratory Medicine","399c86d3-c3a1-4638-861b-109992614c98","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","1","1","2","2","1,5,8,Healthy person does not require mask until have contact  or symptoms","1","11","11","11","2","3","11","11","11","11","2","1,According to ICMR guidelines","5","2","4","5","2","3","1","3","2","2","2",,,,,,,,,,,,,,,,,,,
"IN","General Practice (GP)","0acca1a4-db45-4e4d-b34e-a250e62e69e7","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","6","2","1","1,2,7","1","11","11","3","11","11","11","2","11","11","2","2","1,3",,"2","3","4","5","1","2","2","3","1","Delhi","4","3","3","1,2,5","1,2,5","2","2",,,"2",,,,,,,,
